"REF_DATE","GEO","DGUID","Lender type","Characteristics of outstanding residential mortgage loans","Residential mortgage loans outstanding","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 80%, uninsured outstanding residential mortgages by LTV ratio","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992283","1.4.50.1","114817","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","More than 80%, uninsured outstanding residential mortgages by LTV ratio","Number of mortgages outstanding","Number","223","units","0","v1374992523","1.4.50.2","252","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992284","1.4.51.1","508159","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992524","1.4.51.2","2054","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","1 to 30 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992285","1.4.52.1","206704","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","1 to 30 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992525","1.4.52.2","844","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","31 to 60 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992286","1.4.53.1","140785","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","31 to 60 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992526","1.4.53.2","512","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","61 to 90 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992287","1.4.54.1","35884","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","61 to 90 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992527","1.4.54.2","145","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Over 90 days, insured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992288","1.4.55.1","124787","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Over 90 days, insured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992528","1.4.55.2","553","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992289","1.4.56.1","416090","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Total uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992529","1.4.56.2","1018","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","1 to 30 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992290","1.4.57.1","251867","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","1 to 30 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992530","1.4.57.2","588","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","31 to 60 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992291","1.4.58.1","60328","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","31 to 60 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992531","1.4.58.2","205","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","61 to 90 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992292","1.4.59.1","17040","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","61 to 90 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992532","1.4.59.2","36","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Over 90 days, uninsured residential mortgages in arrears by days in arrears","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992293","1.4.60.1","86855","","","","0"
"2020-10","Canada","2021A000011124","Other types of non-bank lenders","Over 90 days, uninsured residential mortgages in arrears by days in arrears","Number of mortgages outstanding","Number","223","units","0","v1374992533","1.4.60.2","189","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Total outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992054","1.1.1.1","338877487","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Total outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992294","1.1.1.2","1717693","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992055","1.1.2.1","130830094","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992295","1.1.2.2","569554","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992056","1.1.3.1","208047393","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages","Number of mortgages outstanding","Number","223","units","0","v1374992296","1.1.3.2","1148139","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992057","1.1.4.1","130830094","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Total insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992297","1.1.4.2","569554","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","5 years of less, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992058","1.1.5.1","1260864","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","5 years of less, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992298","1.1.5.2","18470","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","More than 5 years and up to 10 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992059","1.1.6.1","3105786","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","More than 5 years and up to 10 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992299","1.1.6.2","29837","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","More than 10 years and up to 15 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992060","1.1.7.1","8150650","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","More than 10 years and up to 15 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992300","1.1.7.2","53349","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992061","1.1.8.1","31454505","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","More than 15 years and up to 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992301","1.1.8.2","147221","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","More than 20 years, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992062","1.1.9.1","86858289","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","More than 20 years, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992302","1.1.9.2","320677","","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992063","1.1.10.1","","..","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Non-amortized mortgages, insured outstanding residential mortgages by amortization period","Number of mortgages outstanding","Number","223","units","0","v1374992303","1.1.10.2","","..","","","0"
"2021-01","Canada","2021A000011124","All non-bank lenders","Total uninsured outstanding residential mortgages by amortization period","Value of mortgages outstanding","Dollars","81","thousands","3","v1374992064","1.1.11.1","208047393","","","","0"
